name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Peaceful double room in Brooklyn Brownstone,279845,Chantille & Linda,Brooklyn,Prospect Heights,40.67793,-73.96577,Private room,78,4,190,1/4/2019,2.3,2,188
NYC 1st Shipping Container Home,3587751,Janet-David,Brooklyn,Williamsburg,40.70995,-73.95536,Entire home/apt,220,1,404,6/25/2019,4.9,2,341
Charming South Village w/ Private Terrace,2495668,Christos,Manhattan,SoHo,40.72756,-74.00239,Entire home/apt,230,2,27,7/6/2019,1.4,1,101
Airy Bed Sty Restoration,3595395,Gabriela,Brooklyn,Bedford-Stuyvesant,40.68906,-73.94103,Entire home/apt,150,4,79,5/20/2019,0.97,1,246
Cozy Private room in Fort Greene,3598306,Afaliah,Brooklyn,Fort Greene,40.6967,-73.97622,Private room,80,2,14,10/6/2017,0.17,2,364
W'burg Hidden Treasure Off Lorimer,240471,Roberto,Brooklyn,Williamsburg,40.70751,-73.9467,Private room,150,3,32,10/20/2018,0.42,2,365
Park Slope Brownstone with Garden,3605606,Gisela,Brooklyn,Park Slope,40.67507,-73.98093,Entire home/apt,150,3,76,6/1/2019,0.98,1,266
UWS renovated 2bedroom 2bath near everything.,3606458,Mathew,Manhattan,Upper West Side,40.79507,-73.97568,Entire home/apt,900,1,7,1/1/2019,0.09,2,365
Great apt in the heart of E Village,3597177,Ori,Manhattan,East Village,40.72225,-73.98496,Entire home/apt,130,7,11,10/2/2016,0.14,1,0
HOME AWAY FROM HOME,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95275,Private room,70,5,18,5/30/2019,0.22,3,365
An Oasis in  the Big Apple 1,3621183,Paul,Queens,Woodside,40.74723,-73.89706,Entire home/apt,120,3,60,7/4/2019,1.59,3,281
Room Available Close to Manhattan-A,3625735,Marianne,Staten Island,Concord,40.60183,-74.08953,Private room,75,30,59,3/30/2019,0.72,2,354
Classy Brooklyn Studio,240048,Katherine / FranÃ§ois,Brooklyn,Sunset Park,40.66084,-73.99328,Entire home/apt,100,15,22,12/10/2018,0.47,2,5
"HISTORIC WILLIAMSBURG, BKLYN #2",839679,Brady,Brooklyn,Williamsburg,40.71796,-73.95439,Private room,69,3,2,5/6/2013,0.03,3,284
2BR PENTHOUSE w Private Roofdeck,3636235,Ari,Manhattan,East Village,40.72558,-73.97929,Entire home/apt,399,7,104,7/2/2019,1.28,1,42
Brand New 2-Level 2-Bedroom Condo,1507336,Jeff,Manhattan,Harlem,40.80748,-73.94869,Entire home/apt,299,3,6,5/24/2019,0.09,1,348
private bedroom w/private bathroom on Central Park,315918,Arlette,Manhattan,Upper West Side,40.79854,-73.96089,Private room,100,3,326,7/1/2019,3.96,1,90
Cozy bedroom near Manhattan & airport,3644693,Eugenia,Queens,Jackson Heights,40.74869,-73.88293,Private room,68,28,55,6/1/2019,0.67,2,89
"Large room, Outdoor Patio, Great Host, Safe Area!",3136147,Gym Hoodie,Brooklyn,Borough Park,40.63324,-73.99461,Private room,103,3,0,,,1,0
"Cozy, ideal live-work space in the heart of LES!",1444304,Alejandra,Manhattan,Lower East Side,40.71819,-73.99136,Entire home/apt,175,5,56,7/6/2019,0.79,1,263
"Sunny, Large & Lovely in Greenpoint",283215,Isabelle,Brooklyn,Greenpoint,40.72582,-73.95213,Entire home/apt,330,3,51,6/22/2019,0.62,1,19
"**YOUR CHELSEA LOFT, WELCOME HOME",3642625,Amy,Manhattan,Chelsea,40.74225,-73.99492,Entire home/apt,425,5,7,4/11/2015,0.09,1,0
Charming East Village Apartment,3662459,Barry,Manhattan,East Village,40.73016,-73.98643,Entire home/apt,240,5,86,6/30/2019,1.15,1,344
Room Available-Close to Manhattan-B,3625735,Marianne,Staten Island,Concord,40.60213,-74.0893,Private room,75,30,36,8/29/2017,0.44,2,362
Private Two Bedroom with Garden in Cobble Hill,3666608,Paul And Debra,Brooklyn,Carroll Gardens,40.68344,-73.9933,Private room,210,2,75,6/19/2019,0.92,1,309
Chic Victorian private apartment in townhouse,3672774,Alison,Brooklyn,Clinton Hill,40.68341,-73.9606,Entire home/apt,175,1,363,6/16/2019,4.55,2,323
Amazing location! 10ft from L train,3675389,Giorgia & Benjamin,Brooklyn,Williamsburg,40.71534,-73.94906,Private room,85,2,146,6/23/2019,1.78,1,46
An Oasis in the Big Apple 2,3621183,Paul,Queens,Woodside,40.74746,-73.89712,Entire home/apt,120,3,51,7/3/2019,1.52,3,253
An Oasis in the Big Apple 3,3621183,Paul,Queens,Woodside,40.74687,-73.89892,Entire home/apt,120,3,55,6/4/2019,0.67,3,289
Room in Clinton Hill Brooklyn Loft,3597769,Enid,Brooklyn,Bedford-Stuyvesant,40.68712,-73.95876,Private room,75,5,1,8/8/2013,0.01,2,0
West Village 2 Bedroom Apt,3578480,Radan,Manhattan,West Village,40.73795,-74.00593,Entire home/apt,495,3,29,3/12/2019,0.38,1,22
WILLIAMSBURG 1 private room in loft,1002452,Florencia,Brooklyn,Williamsburg,40.71055,-73.94915,Private room,65,14,30,9/2/2018,0.76,2,38
2 Beds/Queen & Full Beautiful Room 40 minsT.Square,3684360,Enrique,Bronx,Allerton,40.85956,-73.87067,Private room,39,2,169,6/12/2019,2.07,4,306
Feel the Brooklyn Love!,2055073,Melissa,Brooklyn,Fort Greene,40.68811,-73.97236,Entire home/apt,93,4,1,5/14/2015,0.02,1,0
"2 private BRs, private bath - Like your OWN APT",216191,M,Brooklyn,Williamsburg,40.70985,-73.9452,Private room,146,2,8,3/9/2019,0.11,4,88
Bright 1 BR in Brooklyn,3711499,Silvia,Brooklyn,Crown Heights,40.67473,-73.96263,Entire home/apt,120,3,12,3/17/2019,0.18,1,15
Charming Harlem Getaway-Women Only,3715319,Crystal,Manhattan,Harlem,40.82655,-73.93943,Private room,79,3,19,10/26/2018,0.3,1,365
Nice studio apartment in Brooklyn!,3717536,Adam,Brooklyn,Crown Heights,40.67471,-73.95324,Entire home/apt,100,5,9,4/16/2017,0.11,1,0
Large pleasant room nr Central Park,3718361,Jo,Manhattan,Upper West Side,40.80155,-73.96569,Private room,120,1,5,5/19/2014,0.06,2,0
Heart of Harlem 1 BR Garden apt,3726131,John,Manhattan,Harlem,40.80745,-73.94353,Entire home/apt,150,5,17,6/25/2018,0.26,2,36
Colorful New York East Village Apt,3726366,Dk,Manhattan,East Village,40.72576,-73.98582,Entire home/apt,144,4,70,6/19/2019,0.86,1,198
Medium-sized furnished room,3729726,Samir,Brooklyn,Crown Heights,40.67641,-73.95729,Private room,60,7,0,,,1,0
"NYC Spacious 3b, new, river view",3730928,Dustin,Manhattan,Harlem,40.82398,-73.954,Entire home/apt,350,1,1,10/5/2015,0.02,1,0
Large Private Room in Clinton Hill Brooklyn Loft,3597769,Enid,Brooklyn,Bedford-Stuyvesant,40.68724,-73.95837,Private room,85,5,1,1/7/2019,0.16,2,189
Space! Light! Charm! 1BR close to subways & park,3737582,Ellen,Manhattan,Upper West Side,40.79241,-73.97111,Entire home/apt,195,3,17,9/18/2018,0.43,1,26
MANHATTAN CHARMER WOW - ALL YOURS!!,3390362,Neill,Manhattan,Upper East Side,40.77042,-73.96145,Entire home/apt,200,2,59,8/21/2017,0.73,1,0
Modern and Cozy Home - LES,3738130,Andrea,Manhattan,Lower East Side,40.71625,-73.9843,Entire home/apt,169,5,62,7/1/2019,0.75,1,249
Large room 2blks from central Park,297176,Bethania,Manhattan,Harlem,40.80351,-73.95648,Private room,95,10,6,5/11/2019,0.07,2,63
Very Large Loft in Chelsea for  Your Stay!!,3750402,Alexander,Manhattan,Flatiron District,40.74056,-73.99262,Entire home/apt,375,2,33,5/15/2019,0.84,1,346
3 BR Apartment in Heart of Brooklyn,3752523,Ari,Brooklyn,Crown Heights,40.66983,-73.94322,Entire home/apt,168,2,158,6/16/2019,1.93,2,253
Grand Brooklyn Apartment,3759301,Natalia,Brooklyn,Crown Heights,40.67942,-73.96248,Entire home/apt,50,4,8,4/29/2019,0.12,1,220
"â¤ï¸ of Williamsburg, Private Entrance",1869332,Elli,Brooklyn,Williamsburg,40.71927,-73.95591,Private room,129,2,129,4/25/2019,1.67,3,36
House 10 min from Midtown Manhattan,3641304,Remo,Queens,Astoria,40.76216,-73.92542,Entire home/apt,245,6,1,8/29/2015,0.02,1,164
Duplex Loft Suite w/ Patio @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73867,-73.95448,Entire home/apt,199,3,50,7/2/2019,0.67,28,47
Duplex w/ Patio @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73844,-73.95456,Entire home/apt,199,3,116,6/28/2019,1.56,28,36
Pristine Room and Art Experience,3772684,Glasshouse,Brooklyn,Williamsburg,40.70866,-73.95166,Private room,99,6,89,12/12/2017,1.09,2,89
Garden Pl Historical Artist studio,3493470,Tari,Brooklyn,Brooklyn Heights,40.69127,-73.99552,Entire home/apt,160,1,17,3/15/2016,0.21,1,0
Huge Room in South Williamsburg,3778274,AJ And Freddy,Brooklyn,Williamsburg,40.70061,-73.9552,Private room,65,2,164,1/1/2017,2.07,2,0
Feel at HOME away from HOME,1601416,Clement & Natalia,Manhattan,Harlem,40.81073,-73.9437,Private room,70,7,67,1/1/2019,0.87,1,0
WEST HARLEM  PRIVATE BEDROOM,3779334,Lex And Derek,Manhattan,Harlem,40.80517,-73.95404,Private room,80,1,135,6/22/2019,1.67,1,365
AMAZING COLUMBUS CIRCLE LOCATION :),1475015,Mike,Manhattan,Hell's Kitchen,40.76761,-73.98619,Entire home/apt,100,30,3,11/1/2018,0.12,52,365
"Clean & Quiet BR in Sunset Park, BK",3787686,"Porfirio ""Firo"" & Maria",Brooklyn,Borough Park,40.64431,-74.00016,Private room,70,1,139,6/4/2019,1.7,1,364
Gorgeous Apt Heart of West Villlage,73549,Melinda,Manhattan,West Village,40.73616,-74.004,Entire home/apt,200,2,23,12/7/2018,0.32,1,0
Private Bedroom in Sunny Brooklyn Apartment,3798686,Jonathan,Brooklyn,Sunset Park,40.65989,-73.99536,Private room,66,3,51,5/30/2019,0.64,1,329
**YOUR HOME AWAY FROM HOME** : UES/66th LG 1 BDRM,3805320,R And R,Manhattan,Upper East Side,40.76352,-73.96394,Entire home/apt,200,3,203,6/20/2019,2.53,1,260
Private Room Williamsburg(Ariel) 4p,3398752,Alessandra,Brooklyn,Williamsburg,40.71141,-73.95427,Private room,95,2,164,6/23/2019,2.07,2,93
"Sunny & Clean Apt, Ideal Location",3805397,Christa,Manhattan,Chelsea,40.74092,-74.00037,Entire home/apt,140,1,6,5/25/2016,0.07,1,0
1 Pvt. Room in Upper West Manhattan,3813161,Cleveland,Manhattan,Harlem,40.81908,-73.94776,Private room,65,1,327,6/29/2019,4.01,1,287
Centrally located and spacious apt.,3815537,Reshma,Manhattan,Midtown,40.75154,-73.97104,Entire home/apt,106,7,10,7/6/2019,10,1,0
"QUIET spacious 1BR, great location!",3831783,Shahar,Manhattan,Upper West Side,40.78361,-73.97645,Entire home/apt,155,181,82,8/26/2016,1.07,1,188
CHIC Apt in TRENDY East Village,3771963,Megan,Manhattan,East Village,40.72849,-73.98041,Entire home/apt,249,2,111,7/6/2019,4.44,1,28
"Homey, Clean studio- East Village",3839667,Hallie,Manhattan,East Village,40.72369,-73.9894,Entire home/apt,120,7,6,1/2/2018,0.08,1,0
Private Room in lovely Greenpoint,3842134,Dawn,Brooklyn,Greenpoint,40.72661,-73.94586,Private room,52,5,35,1/3/2019,0.44,3,1
"Bright Friendly Apt, East Village!",2333904,Stephanie,Manhattan,East Village,40.7232,-73.97927,Private room,75,26,57,5/20/2019,0.7,3,98
Williamsburg Loft!! Bedford L 1blk!,3847832,Eric,Brooklyn,Williamsburg,40.71714,-73.95447,Shared room,195,2,80,5/26/2017,0.98,1,364
"Wedding guests accommodations, 3-7 bedrooms",1360198,Marina,Staten Island,Arrochar,40.59193,-74.06476,Entire home/apt,625,4,1,11/1/2015,0.02,4,335
Luxury Furnished 1 BR Apartment Near Central Park,15145088,Izi,Manhattan,Upper West Side,40.78674,-73.97243,Entire home/apt,171,30,4,8/2/2018,0.06,8,346
1 BR Modern Luxury Apart w W/D Steps From Park,15145088,Izi,Manhattan,Upper West Side,40.78747,-73.97238,Entire home/apt,185,30,8,10/15/2018,0.1,8,346
Cozy Private Room in LIC,1486623,Sol,Queens,Long Island City,40.74975,-73.93688,Private room,55,7,39,6/25/2019,0.48,1,46
Beautiful private Apt-15m Manhattan (3rd Room),570882,Eldad & Paulina,Brooklyn,Bushwick,40.70226,-73.92797,Private room,50,2,27,6/12/2019,0.35,1,2
BEST KIPS BAY LOCATION. HUGE 1BD,1475015,Mike,Manhattan,Kips Bay,40.74231,-73.97839,Entire home/apt,120,30,3,8/2/2015,0.05,52,365
Beautiful duplex loft with Skylight,1406458,Nancy,Manhattan,Tribeca,40.71778,-74.00452,Entire home/apt,210,14,10,7/4/2019,10,1,0
Entire 1BR Bohemian Apartment in Center of NYC,1099464,Nicolas,Manhattan,East Village,40.7296,-73.98479,Entire home/apt,133,2,1,7/24/2018,0.09,1,50
Simple and cozy place on the beach,2577615,Ella,Brooklyn,Brighton Beach,40.57728,-73.95362,Entire home/apt,73,30,21,4/18/2017,0.26,1,251
LOVELY 2BR West Village Apt!,3880974,Neil & Katie,Manhattan,West Village,40.73454,-74.00365,Entire home/apt,350,1,237,9/16/2018,2.96,1,0
Luxury Tribeca 1bdr in Doorman Bldg,3131199,Oly,Manhattan,Tribeca,40.71729,-74.00424,Entire home/apt,259,2,20,12/30/2015,0.25,1,17
Inwood-at the foot of the Cloisters,3883580,Viva,Manhattan,Inwood,40.85963,-73.93107,Private room,97,7,2,9/5/2018,0.06,1,87
NOLITA&SOHO BEST LOCATION&GREAT APT,132132,Rachel,Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,199,7,66,6/9/2019,0.83,1,142
Upper West Side Stunner,3889339,Stacey,Manhattan,Morningside Heights,40.80529,-73.96467,Entire home/apt,125,2,7,12/15/2017,0.09,1,358
Spacious Heart of Ft. Greene Studio,3889383,Elizabeth,Brooklyn,Fort Greene,40.68736,-73.97496,Entire home/apt,100,1,273,6/20/2019,3.35,1,45
Tiffany Room in Duplex Home,2219255,Natalie,Brooklyn,Canarsie,40.6258,-73.90004,Private room,39,5,60,6/9/2019,0.95,3,34
Beautiful 1 bedroom in NOLITA (2 blocks from SOHO),52615,Kjersti,Manhattan,Nolita,40.72064,-73.99605,Entire home/apt,125,28,19,6/18/2019,0.25,1,267
"Entire gorgeous,cozy,light two bed ",192750,Charlotte,Manhattan,Harlem,40.80145,-73.95572,Entire home/apt,150,1,2,1/5/2013,0.03,1,0
Luxury Locale Sunny 1BR Suite,3906249,Page,Manhattan,Midtown,40.76412,-73.97666,Entire home/apt,170,7,83,6/23/2019,1.04,1,203
Little Italy gem Center of it all!,1483464,Robert,Manhattan,Little Italy,40.71955,-73.99706,Entire home/apt,199,3,219,6/16/2019,2.68,1,212
Enjoy All the Comforts of Home!,3920171,Sophia,Manhattan,Harlem,40.81161,-73.94046,Private room,80,3,0,,,1,362
Park Slope-Private Room/Bath/Entry,3920265,Kedin,Brooklyn,Park Slope,40.6747,-73.98245,Private room,125,3,270,7/2/2019,3.34,1,300
Private rooms in heart of Chelsea,3920522,Erik,Manhattan,Chelsea,40.74314,-74.00119,Private room,155,5,18,6/5/2019,0.24,1,90
sunny private room in east village,3801683,Jackson,Manhattan,Gramercy,40.73158,-73.98303,Private room,120,4,132,7/2/2019,1.62,1,267
"Stunning views! 3 separate bedrooms, L train Loft",3011406,Ellie,Brooklyn,Williamsburg,40.70608,-73.93154,Entire home/apt,220,3,151,6/22/2019,1.86,1,115
"Lovely, Sunny 1-Bedroom Apt with Kitcat",160565,Corina,Brooklyn,Bedford-Stuyvesant,40.68371,-73.95604,Entire home/apt,90,1,3,7/6/2015,0.06,1,0
"HUGE mid-century modern, sunny flat w/ amazing cat",2293050,Nick,Brooklyn,Crown Heights,40.67652,-73.9614,Private room,61,2,167,7/3/2019,4.16,1,320
"East Village Studio, Great Location",3665794,Jack,Manhattan,East Village,40.72699,-73.97969,Entire home/apt,179,4,213,7/1/2019,2.62,1,277
Cozy Vintage Studio in Flushing (Close to LGA/JFK),1687335,AimÃ©e,Queens,Flushing,40.76372,-73.79201,Shared room,108,5,2,8/1/2017,0.08,1,0
Cozy 4 BR Brooklyn townhouse in Clinton Hill,3936154,Molly,Brooklyn,Clinton Hill,40.68391,-73.96201,Entire home/apt,575,3,12,7/1/2019,0.15,1,0
Lovely Loft space near Central Park & Times Square,3929012,Kevin,Manhattan,Upper West Side,40.77938,-73.98247,Private room,99,1,353,6/25/2019,4.33,4,73
"1 Bed Williamsburg Apt, Amazing Loc",3941862,Phil,Brooklyn,Williamsburg,40.7189,-73.95725,Entire home/apt,175,3,3,10/15/2016,0.05,1,0
Charming Brooklyn Abode,3905456,Amber,Brooklyn,Flatbush,40.64294,-73.96016,Entire home/apt,110,1,3,8/21/2016,0.05,1,0
Spacious 3 bedroom in Park Slope ,3010682,Philippa,Brooklyn,Park Slope,40.66777,-73.97781,Entire home/apt,250,10,4,12/28/2015,0.05,1,0
"Historic Mansion, Comfortable Room",3955766,Emily,Brooklyn,Bedford-Stuyvesant,40.67968,-73.94715,Private room,100,1,113,8/27/2018,1.43,1,0
Cozy Village apartment  near NYU,2285974,Cristiana,Manhattan,Greenwich Village,40.72863,-74.00137,Entire home/apt,200,4,11,5/20/2017,0.14,1,259
"Big, close to subway, 3 stops from the city",3956850,Dana,Queens,Astoria,40.75583,-73.91839,Entire home/apt,89,3,17,3/15/2019,0.31,1,0
Sunny 2BR Penthouse - HUGE Terrace,3916070,Boris,Manhattan,Chinatown,40.71592,-73.9898,Entire home/apt,400,3,46,6/27/2019,0.57,1,175
LUXURY BROOKLYN LOFT STEPS TO PARK & SUBWAY,3959655,Eric And Aoife,Brooklyn,Windsor Terrace,40.65142,-73.97601,Entire home/apt,149,21,52,6/24/2017,0.64,2,0
SoHo Loft - The One,3963008,Philip,Manhattan,SoHo,40.72408,-73.99823,Entire home/apt,500,10,10,4/28/2019,0.22,1,33
1 Private Bedroom / East Village,869880,Karen,Manhattan,East Village,40.73233,-73.98695,Private room,95,5,64,6/29/2019,0.88,1,316
Mitchell Manor,3964655,Nicole,Brooklyn,Bedford-Stuyvesant,40.67958,-73.93687,Entire home/apt,125,3,104,6/24/2019,1.36,1,275
Super Cute Upper West Side Apt!!,3966721,Shaina,Manhattan,Upper West Side,40.80193,-73.96703,Private room,80,4,75,7/1/2019,0.93,1,15
Elegant Stuyvesant Heights Retreat,1884204,Mark,Brooklyn,Bedford-Stuyvesant,40.68522,-73.93557,Entire home/apt,105,5,227,7/3/2019,2.79,2,234
Location Moreno,3250450,Petya,Queens,Long Island City,40.75754,-73.93004,Private room,39,30,13,12/13/2015,0.16,18,360
PRIVATE BATH/TONS OF SUNLIGHT/SAFE,3684360,Enrique,Bronx,Allerton,40.8584,-73.86969,Entire home/apt,49,2,189,6/23/2019,2.32,4,238
Cozy Soho Studio Loft Apt Bleecker ,3977494,Sandra,Manhattan,Greenwich Village,40.72714,-73.99581,Entire home/apt,187,14,1,1/4/2013,0.01,1,0
Room: King size bed + private bath,3977693,Oliver,Brooklyn,Bushwick,40.70118,-73.92826,Private room,55,3,10,10/27/2015,0.15,1,0
Light-Filled Prospect Height Apt.,3983140,Randy,Brooklyn,Prospect Heights,40.68116,-73.96559,Entire home/apt,250,3,61,5/22/2017,0.76,1,0
Clean Bright Midtown Studio by Park,3731320,Sara,Manhattan,Midtown,40.75982,-73.96521,Entire home/apt,125,4,3,4/28/2015,0.04,1,0
Your OWN Private Garden Apartment,1358245,Tania,Brooklyn,Clinton Hill,40.68785,-73.96708,Entire home/apt,100,2,27,9/15/2018,0.33,1,159
Zen Holiday Getaway,2124690,Chanelle,Brooklyn,Bedford-Stuyvesant,40.68444,-73.95692,Entire home/apt,175,7,1,5/23/2015,0.02,1,0
Brooklyn Charm in Clinton Hill,209647,Jorge,Brooklyn,Clinton Hill,40.68468,-73.96303,Private room,50,4,32,5/30/2019,0.4,1,347
Perfect Midtown Apt E. 50th St,286313,Kiovanna,Manhattan,Midtown,40.75383,-73.96777,Entire home/apt,133,6,22,6/29/2019,0.33,1,5
UES Manhattan Quiet Nest 1 Bdrm,4007393,Jenni,Manhattan,Upper East Side,40.77638,-73.95247,Entire home/apt,155,5,63,7/5/2019,0.78,1,235
"Great location, cozy and quiet.",1292205,Pasha,Queens,Astoria,40.76361,-73.91793,Entire home/apt,140,5,15,5/31/2019,0.19,1,260
Apto 2 bed $80 night per person,4015459,Joao Lucas,Queens,Astoria,40.76605,-73.92922,Private room,80,2,72,6/30/2019,0.89,1,364
"Private Oasis, en suite bathroom",3992566,Clay,Brooklyn,Bushwick,40.70022,-73.93032,Private room,103,2,58,6/20/2019,0.94,3,69
Gorgeous Duplex w Riverview Terrace,3315563,Mariko,Manhattan,Upper West Side,40.78227,-73.9841,Entire home/apt,600,3,9,10/20/2018,0.12,2,353
Artist's Jungle Suite + Private Bathroom,3604585,Jenny,Brooklyn,Flatbush,40.64073,-73.95832,Private room,70,3,169,7/1/2019,3.07,3,188
"Private 2BR / East Williamsburg, Bk",3891399,Anthony,Brooklyn,Williamsburg,40.70369,-73.93284,Private room,75,3,2,11/3/2014,0.03,1,0
Mermaid Oasis in the Heart of Brooklyn,3604585,Jenny,Brooklyn,Flatbush,40.64232,-73.9572,Private room,55,3,66,6/7/2019,1.16,3,264
East Harlem Studio,4027283,Mariko,Manhattan,East Harlem,40.80826,-73.93401,Entire home/apt,50,4,24,3/2/2015,0.3,1,25
1 Bedroom Apartment in quiet area.,2618273,Sabrina,Queens,Ditmars Steinway,40.77466,-73.91807,Entire home/apt,390,3,1,12/27/2016,0.03,1,89
Beautiful 3 bedroom apartment!!,3371859,Jenny & Jose,Brooklyn,Crown Heights,40.67679,-73.93776,Entire home/apt,82,8,108,6/16/2019,1.33,2,238
Art Lover's Abode Brooklyn,2276842,Debbie,Brooklyn,Williamsburg,40.70745,-73.94307,Shared room,52,3,19,6/30/2019,0.44,2,88
Bed & Bathroom in Williamsburg Loft,4034995,Susan,Brooklyn,Williamsburg,40.71203,-73.95993,Private room,115,2,91,4/30/2017,1.18,1,258
Big Comfy Beds & Breakfast on the Deck,4036685,Norman,Queens,Bayside,40.75666,-73.76314,Entire home/apt,299,2,67,6/20/2019,0.95,2,322
"Brand New, Boutique Brooklyn Condo",4036700,Anna,Brooklyn,Downtown Brooklyn,40.69594,-73.98375,Entire home/apt,175,13,64,3/31/2019,0.8,1,116
"Designer apt. in Williamsburg, NYC",4041877,Ana,Brooklyn,Williamsburg,40.71988,-73.95616,Entire home/apt,100,90,4,9/4/2013,0.05,1,250
Adorable Midtown West Studio!,4022922,Caitlin,Manhattan,Hell's Kitchen,40.759,-73.9953,Entire home/apt,95,1,0,,,1,0
"Sublet Lovely Room in Astoria, 3-4 months",4044889,Jenna,Queens,Astoria,40.77016,-73.92316,Private room,55,80,3,11/10/2012,0.04,1,119
Beautiful communal house Bushwick,1949282,Kyla,Brooklyn,Bushwick,40.69254,-73.91092,Private room,45,2,77,6/2/2019,0.95,5,167
Beautiful 1 br in Williamsburg,4049527,Nathaniel,Brooklyn,Williamsburg,40.71572,-73.95574,Entire home/apt,165,1,41,6/29/2018,0.52,1,19
Studio in Chelsea,3949235,Lior,Manhattan,Chelsea,40.75039,-74.00287,Entire home/apt,105,7,2,3/19/2019,0.5,1,0
Gorgeous Williamsburg Apt + balcony,4048448,Miki & Yacine,Brooklyn,Williamsburg,40.71435,-73.95073,Entire home/apt,200,3,4,12/31/2015,0.05,1,0
Gorgeous apt. steps from subway,4061660,Amy,Manhattan,Washington Heights,40.83556,-73.94609,Private room,65,30,1,7/1/2017,0.04,1,249
Room for rent in East Village,1228080,Sasha,Manhattan,East Village,40.72439,-73.97767,Private room,100,7,1,5/1/2016,0.03,1,0
"Bedford Loft, Williamsburg Prime",4059034,Ian,Brooklyn,Williamsburg,40.7179,-73.96107,Entire home/apt,312,2,302,6/23/2019,4.18,1,246
"Studio in FlatIron, NYC !! ",4064804,Niki,Manhattan,Flatiron District,40.73997,-73.98789,Entire home/apt,195,1,1,9/22/2014,0.02,1,0
1 Bdrm Apt-Luxury Bldg-Upper West,4066797,Victoria,Manhattan,Upper West Side,40.77734,-73.9877,Entire home/apt,100,29,3,2/11/2019,0.11,1,301
